Mã đặt hàng,Mã hóa đơn,Mã vận đơn,Địa chỉ lấy hàng,Thời gian,Thời gian tạo,Mã khách hàng,Tên khách hàng,Điện thoại,Địa chỉ (Khách hàng),Khu vực (Khách hàng),Phường/Xã (Khách hàng),Người nhận đặt,Kênh bán,Người tạo,Đối tác giao hàng,Người nhận,Điện thoại (Người nhận),Địa chỉ (Người nhận),Khu vực (Người nhận),Phường/Xã (Người nhận),Dịch vụ,Trọng lượng (gram),Dài,Rộng,Cao,Phí trả ĐTGH (trả ĐT),Ghi chú,Tổng tiền hàng,Giảm giá phiếu đặt,Khách cần trả,Khách đã trả,Tiền mặt,Thẻ,Chuyển khoản,Ví,ĐVT,Điểm,Thời gian giao hàng,Trạng thái,Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Ghi chú hàng hóa,Số lượng,Đơn giá,Giảm giá %,Giảm giá,Giá bán,Thành tiền
DHIP00117,,,,2026-03-20 08:31:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,121086.0,,121086.0,121086.0,,,121086.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00118,,,,2026-03-20 09:45:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,159923.0,,159923.0,159923.0,159923.0,,,,,,,Đang giao hàng,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00119,,,,2026-03-20 13:18:00,,sdv-id-buKGIM,Caitlin Underwood,001-683-834-6238x66377,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,43316.0,,43316.0,43316.0,43316.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00119,,,,2026-03-20 13:18:00,,sdv-id-buKGIM,Caitlin Underwood,001-683-834-6238x66377,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,1,3646,,,3646,3646
DHIP00120,,,,2026-03-21 17:32:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,343386.0,,343386.0,0.0,,,,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00120,,,,2026-03-21 17:32:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00120,,,,2026-03-21 17:32:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00120,,,,2026-03-21 17:32:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,1,5589,,,5589,5589
DHIP00120,,,,2026-03-21 17:32:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,1,3646,,,3646,3646
DHIP00121,,,,2026-03-21 11:58:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,1000770.0,,1000770.0,1000770.0,,,1000770.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00121,,,,2026-03-21 11:58:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00121,,,,2026-03-21 11:58:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,2,195015,,,195015,390030
DHIP00121,,,,2026-03-21 11:58:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00122,,,,2026-03-21 12:06:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,629479.0,,629479.0,629479.0,,,629479.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00122,,,,2026-03-21 12:06:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,1,195015,,,195015,195015
DHIP00122,,,,2026-03-21 12:06:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-NBnYWP,,Sữa Bột Oishi thì,,,2,3431,,,3431,6862
DHIP00122,,,,2026-03-21 12:06:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00122,,,,2026-03-21 12:06:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,1,4839,,,4839,4839
DHIP00123,,,,2026-03-21 12:18:00,,sdv-id-WIJMIE,Daniel Hart,416.232.2409,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,242172.0,,242172.0,242172.0,,,242172.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00124,,,,2026-03-21 13:09:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,185314.0,,185314.0,185314.0,,,185314.0,,,,,Hoàn thành,sdv-id-etxbzt,,Sữa Chua Lifebuoy từ,,,3,52887,,,52887,158661
DHIP00124,,,,2026-03-21 13:09:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,2,3409,,,3409,6818
DHIP00124,,,,2026-03-21 13:09:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00125,,,,2026-03-21 12:24:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,945133.0,,945133.0,945133.0,,,945133.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00125,,,,2026-03-21 12:24:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,1,195015,,,195015,195015
DHIP00125,,,,2026-03-21 12:24:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00125,,,,2026-03-21 12:24:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,1,347190,,,347190,347190
DHIP00126,,,,2026-03-21 08:43:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,430254.0,,430254.0,430254.0,,,430254.0,,,,,Phiếu tạm,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00126,,,,2026-03-21 08:43:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00127,,,,2026-03-22 15:48:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,818936.0,,818936.0,818936.0,818936.0,,,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00127,,,,2026-03-22 15:48:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-UvNfEY,,Cà Phê Coca-Cola cái,,,3,117288,,,117288,351864
DHIP00127,,,,2026-03-22 15:48:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00127,,,,2026-03-22 15:48:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00127,,,,2026-03-22 15:48:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-eiyMwT,,Túi Rác Chinsu để,,,1,5472,,,5472,5472
DHIP00128,,,,2026-03-22 14:55:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,1535673.0,,1535673.0,1535673.0,,,1535673.0,,,,,Hoàn thành,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,3,195015,,,195015,585045
DHIP00128,,,,2026-03-22 14:55:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00128,,,,2026-03-22 14:55:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00128,,,,2026-03-22 14:55:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00128,,,,2026-03-22 14:55:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00129,,,,2026-03-22 13:20:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,110721.0,,110721.0,0.0,,,,,,,,Đang giao hàng,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,3,3409,,,3409,10227
DHIP00129,,,,2026-03-22 13:20:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,3,33498,,,33498,100494
DHIP00130,,,,2026-03-22 12:27:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,466487.0,,466487.0,466487.0,,,466487.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00130,,,,2026-03-22 12:27:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00130,,,,2026-03-22 12:27:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HaDBNH,,Bia Omo như,,,1,185478,,,185478,185478
DHIP00131,,,,2026-03-22 08:43:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,289976.0,,289976.0,289976.0,,,289976.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00131,,,,2026-03-22 08:43:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,1,4839,,,4839,4839
DHIP00131,,,,2026-03-22 08:43:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00131,,,,2026-03-22 08:43:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00132,,,,2026-03-22 16:13:00,,sdv-id-tTmvUn,Timothy Gaines,676-350-4168x4551,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,242335.0,,242335.0,242335.0,242335.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00132,,,,2026-03-22 16:13:00,,sdv-id-tTmvUn,Timothy Gaines,676-350-4168x4551,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-CApnwW,,Khăn Giấy Omo giữa,,,2,3246,,,3246,6492
DHIP00132,,,,2026-03-22 16:13:00,,sdv-id-tTmvUn,Timothy Gaines,676-350-4168x4551,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-aMFOlG,,Gạo Nếp TH True Milk rất,,,1,55252,,,55252,55252
DHIP00132,,,,2026-03-22 16:13:00,,sdv-id-tTmvUn,Timothy Gaines,676-350-4168x4551,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00133,,,,2026-03-22 14:21:00,,sdv-id-vumQIc,Deanna Norris,9572435795,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,281842.0,,281842.0,0.0,,,,,,,,Đang giao hàng,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00133,,,,2026-03-22 14:21:00,,sdv-id-vumQIc,Deanna Norris,9572435795,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00134,,,,2026-03-23 11:06:00,,sdv-id-wLKSLN,Amy Barton,907.881.4620,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,310729.0,,310729.0,310729.0,,,310729.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00134,,,,2026-03-23 11:06:00,,sdv-id-wLKSLN,Amy Barton,907.881.4620,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00134,,,,2026-03-23 11:06:00,,sdv-id-wLKSLN,Amy Barton,907.881.4620,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00134,,,,2026-03-23 11:06:00,,sdv-id-wLKSLN,Amy Barton,907.881.4620,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00135,,,,2026-03-23 13:47:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,140921.0,,140921.0,140921.0,,,140921.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00135,,,,2026-03-23 13:47:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00136,,,,2026-03-23 08:40:00,,sdv-id-IlNLti,Heather Sanders,(778)623-2322,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,100276.0,,100276.0,100276.0,100276.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00136,,,,2026-03-23 08:40:00,,sdv-id-IlNLti,Heather Sanders,(778)623-2322,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-jwFAkO,,Dầu Gội Chinsu được,,,3,4170,,,4170,12510
DHIP00136,,,,2026-03-23 08:40:00,,sdv-id-IlNLti,Heather Sanders,(778)623-2322,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00137,,,,2026-03-23 09:31:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,441469.0,,441469.0,441469.0,,,441469.0,,,,,Hoàn thành,sdv-id-tYkLFJ,,Chén Bát Nhân Lifebuoy vì,,,3,3286,,,3286,9858
DHIP00137,,,,2026-03-23 09:31:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-Ihjpim,,Túi Rác Hảo Hảo vài,,,3,3427,,,3427,10281
DHIP00137,,,,2026-03-23 09:31:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-nRSgLi,,Chén Bát Nhân Chinsu điều,,,3,6134,,,6134,18402
DHIP00137,,,,2026-03-23 09:31:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00137,,,,2026-03-23 09:31:00,,sdv-id-WbRQAt,James Jones,+1-970-568-5372x1932,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00138,,,,2026-03-23 14:04:00,,sdv-id-UQLkBY,Denise Moore,433-575-4270,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,159923.0,,159923.0,159923.0,,,159923.0,,,,,Phiếu tạm,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00139,,,,2026-03-23 12:43:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,281009.0,,281009.0,281009.0,,,281009.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00139,,,,2026-03-23 12:43:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00140,,,,2026-03-24 19:05:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,1031124.0,,1031124.0,1031124.0,,,1031124.0,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00140,,,,2026-03-24 19:05:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,2,347190,,,347190,694380
DHIP00140,,,,2026-03-24 19:05:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00140,,,,2026-03-24 19:05:00,,sdv-id-HqlwJf,Shawn Owens,001-780-733-2422x8273,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,2,11214,,,11214,22428
DHIP00141,,,,2026-03-24 13:38:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,363258.0,,363258.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00142,,,,2026-03-24 08:30:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,59505.0,,59505.0,59505.0,59505.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00143,,,,2026-03-24 13:21:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,584242.0,,584242.0,584242.0,,,584242.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00143,,,,2026-03-24 13:21:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00143,,,,2026-03-24 13:21:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YCLiHI,,Phô Mai Lifebuoy dưới,,,1,161479,,,161479,161479
DHIP00144,,,,2026-03-24 14:17:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,544614.0,,544614.0,544614.0,,,544614.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00144,,,,2026-03-24 14:17:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,1,33498,,,33498,33498
DHIP00144,,,,2026-03-24 14:17:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,2,195015,,,195015,390030
DHIP00145,,,,2026-03-24 08:26:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,888437.0,,888437.0,888437.0,888437.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00145,,,,2026-03-24 08:26:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-JNmIIy,,Trà Omo là,,,2,252090,,,252090,504180
DHIP00145,,,,2026-03-24 08:26:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,3,4839,,,4839,14517
DHIP00145,,,,2026-03-24 08:26:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-XHOdHs,,Dầu Gội Lifebuoy nhiều,,,2,3241,,,3241,6482
DHIP00146,,,,2026-03-25 14:03:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,303450.0,,303450.0,0.0,,,,,,,,Đang giao hàng,sdv-id-fcdFCg,,Snack Hảo Hảo rất,,,3,101150,,,101150,303450
DHIP00147,,,,2026-03-25 12:07:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,363258.0,,363258.0,363258.0,363258.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00148,,,,2026-03-25 21:08:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,1835263.0,,1835263.0,1835263.0,,,1835263.0,,,,,Hoàn thành,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,3,309506,,,309506,928518
